Fonte;Classe;Tipo;Agrupador;Composicao;UNIDADE;ORIGEM DE PREÇO;CUSTO TOTAL;VINCULO;Codigo
1;INEL INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXTERNA;0166 CONEXOES;;95734 LUVA PARA ELETRODUTO, PVC, SOLDÁVEL, DN 32 MM (1<U+0092><U+0092>), APARENTE, INSTALADA EM TETO - FORNECIMENTO E INSTALAÇÃO. AF 11/2016 P;UN;COEFICIENTE DE REPRESENTATIVIDADE;6,61;CAIXA REFERENCIAL;INEL 0166.95734
1;INEL INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXTERNA;0166 CONEXOES;;95735 LUVA PARA ELETRODUTO, PVC, SOLDÁVEL, DN 20 MM (1/2<U+0092><U+0092>), APARENTE, INSTALADA EM PAREDE - FORNECIMENTO E INSTALAÇÃO. AF 11/2016 P;UN;COEFICIENTE DE REPRESENTATIVIDADE;5,83;CAIXA REFERENCIAL;INEL 0166.95735
1;INEL INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXTERNA;0166 CONEXOES;;95736 LUVA PARA ELETRODUTO, PVC, SOLDÁVEL, DN 25 MM (3/4<U+0092><U+0092>), APARENTE, INSTALADA EM PAREDE - FORNECIMENTO E INSTALAÇÃO. AF 11/2016 P;UN;COEFICIENTE DE REPRESENTATIVIDADE;6,77;CAIXA REFERENCIAL;INEL 0166.95736
1;INEL INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXTERNA;0166 CONEXOES;;95738 LUVA PARA ELETRODUTO, PVC, SOLDÁVEL, DN 32 MM (1<U+0092><U+0092>), APARENTE, INSTALADA EM PAREDE - FORNECIMENTO E INSTALAÇÃO. AF 11/2016 P;UN;COEFICIENTE DE REPRESENTATIVIDADE;8,05;CAIXA REFERENCIAL;INEL 0166.95738
1;INEL INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXTERNA;0166 CONEXOES;;95753 LUVA DE EMENDA PARA ELETRODUTO, AÇO GALVANIZADO, DN 20 MM (3/4  ), APARENTE, INSTALADA EM TETO - FORNECIMENTO E INSTALAÇÃO. AF 11/2016 P;UN;ATRIBUÍDO SÃO PAULO;6,44;CAIXA REFERENCIAL;INEL 0166.95753
1;INEL INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXTERNA;0166 CONEXOES;;95754 LUVA DE EMENDA PARA ELETRODUTO, AÇO GALVANIZADO, DN 25 MM (1''), APARENTE, INSTALADA EM TETO - FORNECIMENTO E INSTALAÇÃO. AF 11/2016 P;UN;ATRIBUÍDO SÃO PAULO;8,07;CAIXA REFERENCIAL;INEL 0166.95754
1;INEL INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXTERNA;0166 CONEXOES;;95755 LUVA DE EMENDA PARA ELETRODUTO, AÇO GALVANIZADO, DN 32 MM (1 1/4''), APARENTE, INSTALADA EM TETO - FORNECIMENTO E INSTALAÇÃO. AF 11/2016 P;UN;ATRIBUÍDO SÃO PAULO;11,45;CAIXA REFERENCIAL;INEL 0166.95755
1;INEL INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXTERNA;0166 CONEXOES;;95756 LUVA DE EMENDA PARA ELETRODUTO, AÇO GALVANIZADO, DN 40 MM (1 1/2''), APARENTE, INSTALADA EM TETO - FORNECIMENTO E INSTALAÇÃO. AF 11/2016 P;UN;ATRIBUÍDO SÃO PAULO;15,13;CAIXA REFERENCIAL;INEL 0166.95756
1;INEL INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXTERNA;0166 CONEXOES;;95757 LUVA DE EMENDA PARA ELETRODUTO, AÇO GALVANIZADO, DN 20 MM (3/4''), APARENTE, INSTALADA EM PAREDE - FORNECIMENTO E INSTALAÇÃO. AF 11/2016 P;UN;ATRIBUÍDO SÃO PAULO;9,94;CAIXA REFERENCIAL;INEL 0166.95757
1;INEL INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXTERNA;0166 CONEXOES;;95758 LUVA DE EMENDA PARA ELETRODUTO, AÇO GALVANIZADO, DN 25 MM (1''), APARENTE, INSTALADA EM PAREDE - FORNECIMENTO E INSTALAÇÃO. AF 11/2016 P;UN;ATRIBUÍDO SÃO PAULO;11,15;CAIXA REFERENCIAL;INEL 0166.95758
1;INEL INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXTERNA;0166 CONEXOES;;95759 LUVA DE EMENDA PARA ELETRODUTO, AÇO GALVANIZADO, DN 32 MM (1 1/4''), APARENTE, INSTALADA EM PAREDE - FORNECIMENTO E INSTALAÇÃO. AF 11/2016 P;UN;ATRIBUÍDO SÃO PAULO;13,95;CAIXA REFERENCIAL;INEL 0166.95759
1;INEL INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXTERNA;0166 CONEXOES;;95760 LUVA DE EMENDA PARA ELETRODUTO, AÇO GALVANIZADO, DN 40 MM (1 1/2''), APARENTE, INSTALADA EM PAREDE - FORNECIMENTO E INSTALAÇÃO. AF 11/2016 P;UN;ATRIBUÍDO SÃO PAULO;16,96;CAIXA REFERENCIAL;INEL 0166.95760
1;INEL INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXTERNA;0166 CONEXOES;;97559 CURVA 135 GRAUS PARA ELETRODUTO, PVC, ROSCÁVEL, DN 25 MM (3/4<U+0094>), PARA CIRCUITOS TERMINAIS, INSTALADA EM FORRO - FORNECIMENTO E INSTALAÇÃO. AF 12/2015;UN;COEFICIENTE DE REPRESENTATIVIDADE;9,17;CAIXA REFERENCIAL;INEL 0166.97559
1;INEL INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXTERNA;0166 CONEXOES;;97562 CURVA 135 GRAUS PARA ELETRODUTO, PVC, ROSCÁVEL, DN 25 MM (3/4<U+0094>), PARA CIRCUITOS TERMINAIS, INSTALADA EM LAJE - FORNECIMENTO E INSTALAÇÃO. AF 12/2015;UN;COEFICIENTE DE REPRESENTATIVIDADE;11,07;CAIXA REFERENCIAL;INEL 0166.97562
1;INEL INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXTERNA;0166 CONEXOES;;97564 CURVA 135 GRAUS PARA ELETRODUTO, PVC, ROSCÁVEL, DN 25 MM (3/4<U+0094>), PARA CIRCUITOS TERMINAIS, INSTALADA EM PAREDE - FORNECIMENTO E INSTALAÇÃO. AF 12/2015;UN;COEFICIENTE DE REPRESENTATIVIDADE;12,76;CAIXA REFERENCIAL;INEL 0166.97564
1;INEL INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXTERNA;0167 FIOS/CABOS;;91924 CABO DE COBRE FLEXÍVEL ISOLADO, 1,5 MM², ANTI-CHAMA 450/750 V, PARA CIRCUITOS TERMINAIS - FORNECIMENTO E INSTALAÇÃO. AF 12/2015;M;COEFICIENTE DE REPRESENTATIVIDADE;2,1;CAIXA REFERENCIAL;INEL 0167.91924
1;INEL INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXTERNA;0167 FIOS/CABOS;;91925 CABO DE COBRE FLEXÍVEL ISOLADO, 1,5 MM², ANTI-CHAMA 0,6/1,0 KV, PARA CIRCUITOS TERMINAIS - FORNECIMENTO E INSTALAÇÃO. AF 12/2015;M;COEFICIENTE DE REPRESENTATIVIDADE;2,81;CAIXA REFERENCIAL;INEL 0167.91925
1;INEL INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXTERNA;0167 FIOS/CABOS;;91926 CABO DE COBRE FLEXÍVEL ISOLADO, 2,5 MM², ANTI-CHAMA 450/750 V, PARA CIRCUITOS TERMINAIS - FORNECIMENTO E INSTALAÇÃO. AF 12/2015;M;COEFICIENTE DE REPRESENTATIVIDADE;2,96;CAIXA REFERENCIAL;INEL 0167.91926
1;INEL INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXTERNA;0167 FIOS/CABOS;;91927 CABO DE COBRE FLEXÍVEL ISOLADO, 2,5 MM², ANTI-CHAMA 0,6/1,0 KV, PARA CIRCUITOS TERMINAIS - FORNECIMENTO E INSTALAÇÃO. AF 12/2015;M;COEFICIENTE DE REPRESENTATIVIDADE;3,73;CAIXA REFERENCIAL;INEL 0167.91927
1;INEL INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXTERNA;0167 FIOS/CABOS;;91928 CABO DE COBRE FLEXÍVEL ISOLADO, 4 MM², ANTI-CHAMA 450/750 V, PARA CIRCUITOS TERMINAIS - FORNECIMENTO E INSTALAÇÃO. AF 12/2015;M;COEFICIENTE DE REPRESENTATIVIDADE;4,66;CAIXA REFERENCIAL;INEL 0167.91928
1;INEL INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXTERNA;0167 FIOS/CABOS;;91929 CABO DE COBRE FLEXÍVEL ISOLADO, 4 MM², ANTI-CHAMA 0,6/1,0 KV, PARA CIRCUITOS TERMINAIS - FORNECIMENTO E INSTALAÇÃO. AF 12/2015;M;COEFICIENTE DE REPRESENTATIVIDADE;5,2;CAIXA REFERENCIAL;INEL 0167.91929
1;INEL INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXTERNA;0167 FIOS/CABOS;;91930 CABO DE COBRE FLEXÍVEL ISOLADO, 6 MM², ANTI-CHAMA 450/750 V, PARA CIRCUITOS TERMINAIS - FORNECIMENTO E INSTALAÇÃO. AF 12/2015;M;COEFICIENTE DE REPRESENTATIVIDADE;6,35;CAIXA REFERENCIAL;INEL 0167.91930
1;INEL INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXTERNA;0167 FIOS/CABOS;;91931 CABO DE COBRE FLEXÍVEL ISOLADO, 6 MM², ANTI-CHAMA 0,6/1,0 KV, PARA CIRCUITOS TERMINAIS - FORNECIMENTO E INSTALAÇÃO. AF 12/2015;M;COEFICIENTE DE REPRESENTATIVIDADE;6,99;CAIXA REFERENCIAL;INEL 0167.91931
1;INEL INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXTERNA;0167 FIOS/CABOS;;91932 CABO DE COBRE FLEXÍVEL ISOLADO, 10 MM², ANTI-CHAMA 450/750 V, PARA CIRCUITOS TERMINAIS - FORNECIMENTO E INSTALAÇÃO. AF 12/2015;M;COEFICIENTE DE REPRESENTATIVIDADE;10,31;CAIXA REFERENCIAL;INEL 0167.91932
1;INEL INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXTERNA;0167 FIOS/CABOS;;91933 CABO DE COBRE FLEXÍVEL ISOLADO, 10 MM², ANTI-CHAMA 0,6/1,0 KV, PARA CIRCUITOS TERMINAIS - FORNECIMENTO E INSTALAÇÃO. AF 12/2015;M;COEFICIENTE DE REPRESENTATIVIDADE;10,92;CAIXA REFERENCIAL;INEL 0167.91933
1;INEL INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXTERNA;0167 FIOS/CABOS;;91934 CABO DE COBRE FLEXÍVEL ISOLADO, 16 MM², ANTI-CHAMA 450/750 V, PARA CIRCUITOS TERMINAIS - FORNECIMENTO E INSTALAÇÃO. AF 12/2015;M;COEFICIENTE DE REPRESENTATIVIDADE;15,72;CAIXA REFERENCIAL;INEL 0167.91934
1;INEL INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXTERNA;0167 FIOS/CABOS;;91935 CABO DE COBRE FLEXÍVEL ISOLADO, 16 MM², ANTI-CHAMA 0,6/1,0 KV, PARA CIRCUITOS TERMINAIS - FORNECIMENTO E INSTALAÇÃO. AF 12/2015;M;COEFICIENTE DE REPRESENTATIVIDADE;16,61;CAIXA REFERENCIAL;INEL 0167.91935
1;INEL INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXTERNA;0167 FIOS/CABOS;;92979 CABO DE COBRE FLEXÍVEL ISOLADO, 10 MM², ANTI-CHAMA 450/750 V, PARA DISTRIBUIÇÃO - FORNECIMENTO E INSTALAÇÃO. AF 12/2015;M;COEFICIENTE DE REPRESENTATIVIDADE;6,29;CAIXA REFERENCIAL;INEL 0167.92979
1;INEL INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXTERNA;0167 FIOS/CABOS;;92980 CABO DE COBRE FLEXÍVEL ISOLADO, 10 MM², ANTI-CHAMA 0,6/1,0 KV, PARA DISTRIBUIÇÃO - FORNECIMENTO E INSTALAÇÃO. AF 12/2015;M;COEFICIENTE DE REPRESENTATIVIDADE;6,81;CAIXA REFERENCIAL;INEL 0167.92980
1;INEL INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXTERNA;0167 FIOS/CABOS;;92981 CABO DE COBRE FLEXÍVEL ISOLADO, 16 MM², ANTI-CHAMA 450/750 V, PARA DISTRIBUIÇÃO - FORNECIMENTO E INSTALAÇÃO. AF 12/2015;M;COEFICIENTE DE REPRESENTATIVIDADE;9,65;CAIXA REFERENCIAL;INEL 0167.92981
1;INEL INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXTERNA;0167 FIOS/CABOS;;92982 CABO DE COBRE FLEXÍVEL ISOLADO, 16 MM², ANTI-CHAMA 0,6/1,0 KV, PARA DISTRIBUIÇÃO - FORNECIMENTO E INSTALAÇÃO. AF 12/2015;M;COEFICIENTE DE REPRESENTATIVIDADE;10,42;CAIXA REFERENCIAL;INEL 0167.92982
1;INEL INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXTERNA;0167 FIOS/CABOS;;92983 CABO DE COBRE FLEXÍVEL ISOLADO, 25 MM², ANTI-CHAMA 450/750 V, PARA DISTRIBUIÇÃO - FORNECIMENTO E INSTALAÇÃO. AF 12/2015;M;COEFICIENTE DE REPRESENTATIVIDADE;17,26;CAIXA REFERENCIAL;INEL 0167.92983
1;INEL INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXTERNA;0167 FIOS/CABOS;;92984 CABO DE COBRE FLEXÍVEL ISOLADO, 25 MM², ANTI-CHAMA 0,6/1,0 KV, PARA DISTRIBUIÇÃO - FORNECIMENTO E INSTALAÇÃO. AF 12/2015;M;COEFICIENTE DE REPRESENTATIVIDADE;17,68;CAIXA REFERENCIAL;INEL 0167.92984
1;INEL INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXTERNA;0167 FIOS/CABOS;;92985 CABO DE COBRE FLEXÍVEL ISOLADO, 35 MM², ANTI-CHAMA 450/750 V, PARA DISTRIBUIÇÃO - FORNECIMENTO E INSTALAÇÃO. AF 12/2015;M;COEFICIENTE DE REPRESENTATIVIDADE;23,04;CAIXA REFERENCIAL;INEL 0167.92985
1;INEL INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXTERNA;0167 FIOS/CABOS;;92986 CABO DE COBRE FLEXÍVEL ISOLADO, 35 MM², ANTI-CHAMA 0,6/1,0 KV, PARA DISTRIBUIÇÃO - FORNECIMENTO E INSTALAÇÃO. AF 12/2015;M;COEFICIENTE DE REPRESENTATIVIDADE;23,68;CAIXA REFERENCIAL;INEL 0167.92986
1;INEL INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXTERNA;0167 FIOS/CABOS;;92987 CABO DE COBRE FLEXÍVEL ISOLADO, 50 MM², ANTI-CHAMA 450/750 V, PARA DISTRIBUIÇÃO - FORNECIMENTO E INSTALAÇÃO. AF 12/2015;M;COEFICIENTE DE REPRESENTATIVIDADE;32,87;CAIXA REFERENCIAL;INEL 0167.92987
1;INEL INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXTERNA;0167 FIOS/CABOS;;92988 CABO DE COBRE FLEXÍVEL ISOLADO, 50 MM², ANTI-CHAMA 0,6/1,0 KV, PARA DISTRIBUIÇÃO - FORNECIMENTO E INSTALAÇÃO. AF 12/2015;M;COEFICIENTE DE REPRESENTATIVIDADE;32,95;CAIXA REFERENCIAL;INEL 0167.92988
1;INEL INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXTERNA;0167 FIOS/CABOS;;92989 CABO DE COBRE FLEXÍVEL ISOLADO, 70 MM², ANTI-CHAMA 450/750 V, PARA DISTRIBUIÇÃO - FORNECIMENTO E INSTALAÇÃO. AF 12/2015;M;COEFICIENTE DE REPRESENTATIVIDADE;45,45;CAIXA REFERENCIAL;INEL 0167.92989
1;INEL INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXTERNA;0167 FIOS/CABOS;;92990 CABO DE COBRE FLEXÍVEL ISOLADO, 70 MM², ANTI-CHAMA 0,6/1,0 KV, PARA DISTRIBUIÇÃO - FORNECIMENTO E INSTALAÇÃO. AF 12/2015;M;COEFICIENTE DE REPRESENTATIVIDADE;44,95;CAIXA REFERENCIAL;INEL 0167.92990
1;INEL INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXTERNA;0167 FIOS/CABOS;;92991 CABO DE COBRE FLEXÍVEL ISOLADO, 95 MM², ANTI-CHAMA 450/750 V, PARA DISTRIBUIÇÃO - FORNECIMENTO E INSTALAÇÃO. AF 12/2015;M;COEFICIENTE DE REPRESENTATIVIDADE;59,14;CAIXA REFERENCIAL;INEL 0167.92991
1;INEL INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXTERNA;0167 FIOS/CABOS;;92992 CABO DE COBRE FLEXÍVEL ISOLADO, 95 MM², ANTI-CHAMA 0,6/1,0 KV, PARA DISTRIBUIÇÃO - FORNECIMENTO E INSTALAÇÃO. AF 12/2015;M;COEFICIENTE DE REPRESENTATIVIDADE;59,18;CAIXA REFERENCIAL;INEL 0167.92992
1;INEL INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXTERNA;0167 FIOS/CABOS;;92993 CABO DE COBRE FLEXÍVEL ISOLADO, 120 MM², ANTI-CHAMA 450/750 V, PARA DISTRIBUIÇÃO - FORNECIMENTO E INSTALAÇÃO. AF 12/2015;M;COEFICIENTE DE REPRESENTATIVIDADE;75,64;CAIXA REFERENCIAL;INEL 0167.92993
1;INEL INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXTERNA;0167 FIOS/CABOS;;92994 CABO DE COBRE FLEXÍVEL ISOLADO, 120 MM², ANTI-CHAMA 0,6/1,0 KV, PARA DISTRIBUIÇÃO - FORNECIMENTO E INSTALAÇÃO. AF 12/2015;M;COEFICIENTE DE REPRESENTATIVIDADE;76,37;CAIXA REFERENCIAL;INEL 0167.92994
1;INEL INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXTERNA;0167 FIOS/CABOS;;92995 CABO DE COBRE FLEXÍVEL ISOLADO, 150 MM², ANTI-CHAMA 450/750 V, PARA DISTRIBUIÇÃO - FORNECIMENTO E INSTALAÇÃO. AF 12/2015;M;COEFICIENTE DE REPRESENTATIVIDADE;93,94;CAIXA REFERENCIAL;INEL 0167.92995
1;INEL INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXTERNA;0167 FIOS/CABOS;;92996 CABO DE COBRE FLEXÍVEL ISOLADO, 150 MM², ANTI-CHAMA 0,6/1,0 KV, PARA DISTRIBUIÇÃO - FORNECIMENTO E INSTALAÇÃO. AF 12/2015;M;COEFICIENTE DE REPRESENTATIVIDADE;94,2;CAIXA REFERENCIAL;INEL 0167.92996
1;INEL INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXTERNA;0167 FIOS/CABOS;;92997 CABO DE COBRE FLEXÍVEL ISOLADO, 185 MM², ANTI-CHAMA 450/750 V, PARA DISTRIBUIÇÃO - FORNECIMENTO E INSTALAÇÃO. AF 12/2015;M;COEFICIENTE DE REPRESENTATIVIDADE;114,06;CAIXA REFERENCIAL;INEL 0167.92997
1;INEL INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXTERNA;0167 FIOS/CABOS;;92998 CABO DE COBRE FLEXÍVEL ISOLADO, 185 MM², ANTI-CHAMA 0,6/1,0 KV, PARA DISTRIBUIÇÃO - FORNECIMENTO E INSTALAÇÃO. AF 12/2015;M;COEFICIENTE DE REPRESENTATIVIDADE;115,12;CAIXA REFERENCIAL;INEL 0167.92998
1;INEL INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXTERNA;0167 FIOS/CABOS;;92999 CABO DE COBRE FLEXÍVEL ISOLADO, 240 MM², ANTI-CHAMA 450/750 V, PARA DISTRIBUIÇÃO - FORNECIMENTO E INSTALAÇÃO. AF 12/2015;M;COEFICIENTE DE REPRESENTATIVIDADE;149,96;CAIXA REFERENCIAL;INEL 0167.92999
1;INEL INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXTERNA;0167 FIOS/CABOS;;93000 CABO DE COBRE FLEXÍVEL ISOLADO, 240 MM², ANTI-CHAMA 0,6/1,0 KV, PARA DISTRIBUIÇÃO - FORNECIMENTO E INSTALAÇÃO. AF 12/2015;M;COEFICIENTE DE REPRESENTATIVIDADE;150,86;CAIXA REFERENCIAL;INEL 0167.93000
1;INEL INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXTERNA;0167 FIOS/CABOS;;93001 CABO DE COBRE RÍGIDO ISOLADO, 300 MM², ANTI-CHAMA 450/750 V, PARA DISTRIBUIÇÃO - FORNECIMENTO E INSTALAÇÃO. AF 12/2015;M;COEFICIENTE DE REPRESENTATIVIDADE;183;CAIXA REFERENCIAL;INEL 0167.93001
1;INEL INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXTERNA;0167 FIOS/CABOS;;93002 CABO DE COBRE FLEXÍVEL ISOLADO, 300 MM², ANTI-CHAMA 0,6/1,0 KV, PARA DISTRIBUIÇÃO - FORNECIMENTO E INSTALAÇÃO. AF 12/2015;M;COEFICIENTE DE REPRESENTATIVIDADE;187,96;CAIXA REFERENCIAL;INEL 0167.93002
1;INEL INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXTERNA;0168 CAIXAS;;83446 CAIXA DE PASSAGEM 30X30X40 COM TAMPA E DRENO BRITA;UN;COEFICIENTE DE REPRESENTATIVIDADE;185,81;CAIXA REFERENCIAL;INEL 0168.83446
1;INEL INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXTERNA;0168 CAIXAS;;"91936 CAIXA OCTOGONAL 4"" X 4"", PVC, INSTALADA EM LAJE - FORNECIMENTO E INSTALAÇÃO. AF 12/2015";UN;COEFICIENTE DE REPRESENTATIVIDADE;11,12;CAIXA REFERENCIAL;INEL 0168.91936
1;INEL INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXTERNA;0168 CAIXAS;;"91937 CAIXA OCTOGONAL 3"" X 3"", PVC, INSTALADA EM LAJE - FORNECIMENTO E INSTALAÇÃO. AF 12/2015";UN;COEFICIENTE DE REPRESENTATIVIDADE;9,69;CAIXA REFERENCIAL;INEL 0168.91937
1;INEL INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXTERNA;0168 CAIXAS;;"91939 CAIXA RETANGULAR 4"" X 2"" ALTA (2,00 M DO PISO), PVC, INSTALADA EM PAREDE - FORNECIMENTO E INSTALAÇÃO. AF 12/2015";UN;COEFICIENTE DE REPRESENTATIVIDADE;25,76;CAIXA REFERENCIAL;INEL 0168.91939
1;INEL INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXTERNA;0168 CAIXAS;;"91940 CAIXA RETANGULAR 4"" X 2"" MÉDIA (1,30 M DO PISO), PVC, INSTALADA EM PAREDE - FORNECIMENTO E INSTALAÇÃO. AF 12/2015";UN;COEFICIENTE DE REPRESENTATIVIDADE;13,4;CAIXA REFERENCIAL;INEL 0168.91940
1;INEL INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXTERNA;0168 CAIXAS;;"91941 CAIXA RETANGULAR 4"" X 2"" BAIXA (0,30 M DO PISO), PVC, INSTALADA EM PAREDE - FORNECIMENTO E INSTALAÇÃO. AF 12/2015";UN;COEFICIENTE DE REPRESENTATIVIDADE;8,77;CAIXA REFERENCIAL;INEL 0168.91941
1;INEL INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXTERNA;0168 CAIXAS;;"91942 CAIXA RETANGULAR 4"" X 4"" ALTA (2,00 M DO PISO), PVC, INSTALADA EM PAREDE - FORNECIMENTO E INSTALAÇÃO. AF 12/2015";UN;COEFICIENTE DE REPRESENTATIVIDADE;31,18;CAIXA REFERENCIAL;INEL 0168.91942
1;INEL INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXTERNA;0168 CAIXAS;;"91943 CAIXA RETANGULAR 4"" X 4"" MÉDIA (1,30 M DO PISO), PVC, INSTALADA EM PAREDE - FORNECIMENTO E INSTALAÇÃO. AF 12/2015";UN;COEFICIENTE DE REPRESENTATIVIDADE;16,95;CAIXA REFERENCIAL;INEL 0168.91943
1;INEL INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXTERNA;0168 CAIXAS;;"91944 CAIXA RETANGULAR 4"" X 4"" BAIXA (0,30 M DO PISO), PVC, INSTALADA EM PAREDE - FORNECIMENTO E INSTALAÇÃO. AF 12/2015";UN;COEFICIENTE DE REPRESENTATIVIDADE;11,64;CAIXA REFERENCIAL;INEL 0168.91944
1;INEL INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXTERNA;0168 CAIXAS;;"92865 CAIXA OCTOGONAL 4"" X 4"", METÁLICA, INSTALADA EM LAJE - FORNECIMENTO E INSTALAÇÃO. AF 12/2015";UN;COEFICIENTE DE REPRESENTATIVIDADE;8,53;CAIXA REFERENCIAL;INEL 0168.92865
1;INEL INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXTERNA;0168 CAIXAS;;"92866 CAIXA SEXTAVADA 3"" X 3"", METÁLICA, INSTALADA EM LAJE - FORNECIMENTO E INSTALAÇÃO. AF 12/2015";UN;COEFICIENTE DE REPRESENTATIVIDADE;7,42;CAIXA REFERENCIAL;INEL 0168.92866
1;INEL INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXTERNA;0168 CAIXAS;;"92867 CAIXA RETANGULAR 4"" X 2"" ALTA (2,00 M DO PISO), METÁLICA, INSTALADA EM PAREDE - FORNECIMENTO E INSTALAÇÃO. AF 12/2015";UN;COEFICIENTE DE REPRESENTATIVIDADE;24,93;CAIXA REFERENCIAL;INEL 0168.92867
1;INEL INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXTERNA;0168 CAIXAS;;"92868 CAIXA RETANGULAR 4"" X 2"" MÉDIA (1,30 M DO PISO), METÁLICA, INSTALADA EM PAREDE - FORNECIMENTO E INSTALAÇÃO. AF 12/2015";UN;COEFICIENTE DE REPRESENTATIVIDADE;12,57;CAIXA REFERENCIAL;INEL 0168.92868
1;INEL INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXTERNA;0168 CAIXAS;;"92869 CAIXA RETANGULAR 4"" X 2"" BAIXA (0,30 M DO PISO), METÁLICA, INSTALADA EM PAREDE - FORNECIMENTO E INSTALAÇÃO. AF 12/2015";UN;COEFICIENTE DE REPRESENTATIVIDADE;7,94;CAIXA REFERENCIAL;INEL 0168.92869
1;INEL INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXTERNA;0168 CAIXAS;;"92870 CAIXA RETANGULAR 4"" X 4"" ALTA (2,00 M DO PISO), METÁLICA, INSTALADA EM PAREDE - FORNECIMENTO E INSTALAÇÃO. AF 12/2015";UN;COEFICIENTE DE REPRESENTATIVIDADE;29,66;CAIXA REFERENCIAL;INEL 0168.92870
